tagId,timestamp,converted_timestamp,time,converted_date,x,y,z,numAnchors,battery,error
62041,1705427472521,2024-01-16 11:51:13-06:00,11:51:13,2024-01-16,54.51211185705297,-216.09193897062153,0,3,3.0131495,0.08333333333333337
62022,1705427473456,2024-01-16 11:51:13-06:00,11:51:13,2024-01-16,57.95577184852149,-218.72391830788288,0,4,3.0131495,0.0
62033,1705427472521,2024-01-16 11:51:13-06:00,11:51:13,2024-01-16,67.11029346328853,-216.23754918780742,0,3,3.017485,0.0
62032,1705427473456,2024-01-16 11:51:13-06:00,11:51:13,2024-01-16,62.23445793494639,-217.66747441145736,0,3,3.0131495,0.08333333333333337
62018,1705427474533,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,40.50513335564895,-228.10359510988934,0,3,3.0261936,0.08333333333333337
62047,1705427474676,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,26.71838097089644,-241.09076533461763,0,3,3.017485,0.08333333333333337
62042,1705427474533,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,41.69067667996171,-220.49147628018181,0,4,3.0088265,0.0625
62036,1705427474676,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,37.895616093281774,-227.9025067564862,0,3,3.017485,0.0
62043,1705427474533,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,32.71622760002593,-240.6044111444105,0,4,2.9959316,0.0
62024,1705427474676,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,31.01785502890807,-241.7925776115584,0,3,3.0261936,0.16666666666666663
62021,1705427474533,2024-01-16 11:51:15-06:00,11:51:15,2024-01-16,38.08616917595802,-240.44686392040262,0,4,3.0131495,0.0
62034,1705428195219,2024-01-16 12:03:15-06:00,12:03:15,2024-01-16,26.093083965430075,-264.3145986232579,0,3,3.0045161,0.25
62019,1705428323061,2024-01-16 12:05:23-06:00,12:05:23,2024-01-16,120.92382687740522,-249.45133125356026,0,4,3.017485,0.0625
62046,1705428352635,2024-01-16 12:05:53-06:00,12:05:53,2024-01-16,19.09703133266223,89.7479014905679,0,3,3.0088265,0.25
62028,1705428355458,2024-01-16 12:05:55-06:00,12:05:55,2024-01-16,-169.59256126665315,-161.83523769943343,0,3,2.9959316,0.16666666666666663
62025,1705428355724,2024-01-16 12:05:56-06:00,12:05:56,2024-01-16,72.85788113484723,86.11075668605329,0,4,3.0002177,0.0
62020,1705428357213,2024-01-16 12:05:57-06:00,12:05:57,2024-01-16,-28.35676730849137,34.45537465006157,0,4,3.021833,0.1875
62026,1705428362455,2024-01-16 12:06:02-06:00,12:06:02,2024-01-16,-47.318881453193704,-11.94319333956874,0,4,3.0045161,0.125
62027,1705428362455,2024-01-16 12:06:02-06:00,12:06:02,2024-01-16,29.991205605748746,-33.40655858973112,0,3,3.0045161,0.16666666666666663
62035,1705428362862,2024-01-16 12:06:03-06:00,12:06:03,2024-01-16,-71.78872777871075,-17.76344344263747,0,4,3.021833,0.125
62039,1705428364472,2024-01-16 12:06:04-06:00,12:06:04,2024-01-16,-69.73173068993177,38.93020890673655,0,3,3.0261936,0.08333333333333337
62031,1705428364472,2024-01-16 12:06:04-06:00,12:06:04,2024-01-16,77.70267376647001,-56.398655367113186,0,3,3.0045161,0.0
62044,1705428364597,2024-01-16 12:06:05-06:00,12:06:05,2024-01-16,-18.017168319680838,71.65330984321697,0,4,3.0131495,0.125
62030,1705428365539,2024-01-16 12:06:06-06:00,12:06:06,2024-01-16,75.9131519317117,-249.6508766593484,0,3,2.991658,0.16666666666666663
62038,1705428367561,2024-01-16 12:06:08-06:00,12:06:08,2024-01-16,48.28889609971343,-37.148129834848206,0,4,3.0088265,0.0625
62045,1705428368098,2024-01-16 12:06:08-06:00,12:06:08,2024-01-16,-18.83713601617463,-27.822053416090462,0,4,3.0131495,0.25
62040,1705428368634,2024-01-16 12:06:09-06:00,12:06:09,2024-01-16,-49.520525288876634,71.44305911310764,0,4,3.0131495,0.0625
62037,1705428369714,2024-01-16 12:06:10-06:00,12:06:10,2024-01-16,-31.555497462590246,-235.81131183933132,0,4,3.021833,0.125
62029,1705428369714,2024-01-16 12:06:10-06:00,12:06:10,2024-01-16,2.4696129699685607,16.337755937672583,0,4,3.0045161,0.1875
62023,1705428369714,2024-01-16 12:06:10-06:00,12:06:10,2024-01-16,-60.80729822352839,-63.17530276640219,0,3,3.0045161,0.33333333333333337
62037,1705428370793,2024-01-16 12:06:11-06:00,12:06:11,2024-01-16,-31.94438771211565,-236.7304596561637,0,3,3.017485,0.0
62037,1705428372944,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,-31.244642749785733,-237.29341853611967,0,4,3.017485,0.125
62035,1705428373334,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,-72.53245043953416,-16.81643542536793,0,4,3.021833,0.0625
62030,1705428373071,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,74.75147717762493,-250.70634950441422,0,3,2.9959316,0.08333333333333337
62026,1705428372944,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,-46.89808121854156,-13.614790535886867,0,4,3.0045161,0.0625
62023,1705428372801,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,-61.699475040079975,-64.1380263953152,0,4,3.0002177,0.1875
62027,1705428372944,2024-01-16 12:06:13-06:00,12:06:13,2024-01-16,29.106497343836786,-33.60149249869089,0,3,3.0045161,0.25
62023,1705428373883,2024-01-16 12:06:14-06:00,12:06:14,2024-01-16,-61.75196113018411,-65.137828638389,0,4,2.991658,0.1875
62029,1705428373883,2024-01-16 12:06:14-06:00,12:06:14,2024-01-16,3.1128035796324767,23.489743974083662,0,4,3.0088265,0.1875
62030,1705428374152,2024-01-16 12:06:14-06:00,12:06:14,2024-01-16,75.64516920646123,-250.23934714534957,0,4,2.9959316,0.4375
62037,1705428373883,2024-01-16 12:06:14-06:00,12:06:14,2024-01-16,-30.25747987739121,-236.04156944736218,0,4,3.0305665,0.125
62044,1705428375094,2024-01-16 12:06:15-06:00,12:06:15,2024-01-16,-19.42667933232371,70.3168933587572,0,4,3.0131495,0.125
62039,1705428374951,2024-01-16 12:06:15-06:00,12:06:15,2024-01-16,-71.25367237476128,41.36609730791351,0,3,3.017485,0.08333333333333337
62037,1705428374951,2024-01-16 12:06:15-06:00,12:06:15,2024-01-16,-29.834442413507546,-234.12740005761978,0,4,3.0131495,0.125
62030,1705428375219,2024-01-16 12:06:15-06:00,12:06:15,2024-01-16,75.47042050017956,-250.44493823631737,0,4,2.9959316,0.1875
62023,1705428376035,2024-01-16 12:06:16-06:00,12:06:16,2024-01-16,-61.53147831734354,-65.86463830537615,0,3,2.991658,0.25
62037,1705428376035,2024-01-16 12:06:16-06:00,12:06:16,2024-01-16,-29.22711791872512,-234.26855446455596,0,4,3.017485,0.1875
62028,1705428376570,2024-01-16 12:06:17-06:00,12:06:17,2024-01-16,-169.2672370931106,-161.9458753566325,0,3,3.0002177,0.08333333333333337
62037,1705428377106,2024-01-16 12:06:17-06:00,12:06:17,2024-01-16,-32.11608480270231,-237.21345845103107,0,4,3.0131495,0.0
62037,1705428379261,2024-01-16 12:06:19-06:00,12:06:19,2024-01-16,-31.41394821777243,-237.82771798409658,0,4,3.017485,0.0625
62030,1705428380200,2024-01-16 12:06:20-06:00,12:06:20,2024-01-16,78.00053971902418,-253.15417442328027,0,4,2.991658,0.125
62037,1705428381264,2024-01-16 12:06:21-06:00,12:06:21,2024-01-16,-31.238468367034855,-238.37421299379977,0,3,3.0131495,0.08333333333333337
62020,1705428381546,2024-01-16 12:06:22-06:00,12:06:22,2024-01-16,-27.916565011851073,34.10724574367525,0,3,3.0305665,0.08333333333333337
62037,1705428382346,2024-01-16 12:06:22-06:00,12:06:22,2024-01-16,-30.687994306704475,-236.3418836539328,0,4,3.017485,0.0625
62029,1705428384505,2024-01-16 12:06:25-06:00,12:06:25,2024-01-16,7.17263160615996,23.38484942187744,0,3,3.0088265,0.25
62037,1705428384505,2024-01-16 12:06:25-06:00,12:06:25,2024-01-16,-30.955446588634988,-236.84767798830615,0,3,3.021833,0.08333333333333337
62030,1705428385431,2024-01-16 12:06:25-06:00,12:06:25,2024-01-16,78.72793779739703,-245.09017709726143,0,3,2.991658,0.25
62031,1705428385431,2024-01-16 12:06:25-06:00,12:06:25,2024-01-16,78.51667842163523,-56.84373347488654,0,4,3.0088265,0.0
62039,1705428385431,2024-01-16 12:06:25-06:00,12:06:25,2024-01-16,-71.2895772535913,44.56964924237898,0,4,3.017485,0.0625
62037,1705428385572,2024-01-16 12:06:26-06:00,12:06:26,2024-01-16,-30.78522182198217,-235.37003725142264,0,3,3.0088265,0.08333333333333337
62044,1705428385713,2024-01-16 12:06:26-06:00,12:06:26,2024-01-16,-19.48382732467674,74.51110916593088,0,4,3.017485,0.1875
62023,1705428386513,2024-01-16 12:06:27-06:00,12:06:27,2024-01-16,-61.60756269831123,-66.43810887080164,0,3,2.9959316,0.25
62037,1705428386653,2024-01-16 12:06:27-06:00,12:06:27,2024-01-16,-30.28717901560685,-235.77615654547546,0,4,3.0131495,0.1875
62025,1705428387188,2024-01-16 12:06:27-06:00,12:06:27,2024-01-16,73.92442605080248,83.50795977702839,0,4,3.0002177,0.125
62028,1705428387045,2024-01-16 12:06:27-06:00,12:06:27,2024-01-16,-167.35737553875725,-158.97972926745788,0,3,2.9959316,0.08333333333333337
62038,1705428388125,2024-01-16 12:06:28-06:00,12:06:28,2024-01-16,47.82663061480377,-38.084160336011806,0,4,3.0088265,0.0
