version,tagId,timestamp,x,y,z,success,blinkIndex,latency,anchorid1,anchorid2,anchorid3,anchorid4,anchorid5,rss1,rss2,rss3,rss4,rss5,converted_date,time
2.1,200000637,1688737553.779315,1713.0,8304.0,1000.0,True,17861,27,5018,5043,5077,5084,5094,-89,-83.0,-81.0,-81.0,-80.0,2023-07-07,08:45:53.779
2.1,200000662,1688737553.8248298,-8466.0,10026.0,1000.0,True,26963,18,5018,5043,5077,5084,5094,-85,-81.0,-102.0,-88.0,-92.0,2023-07-07,08:45:53.824
2.1,200000636,1688737553.8465,,,,False,541952,23,5043,5077,5084,5094,,-92,-90.0,-86.0,-84.0,,2023-07-07,08:45:53.846
2.1,200000638,1688737554.0327709,,,,False,9011,17,5077,5084,5094,,,-86,-105.0,-89.0,,,2023-07-07,08:45:54.032
2.1,200000640,1688737554.3544679,,,,False,34329,15,5018,5043,5077,5084,5094,-101,-93.0,-81.0,-87.0,-82.0,2023-07-07,08:45:54.354
2.1,200000664,1688737554.586221,,,,False,2227,19,5018,5043,5077,5084,5094,-87,-83.0,-90.0,-83.0,-84.0,2023-07-07,08:45:54.586
2.1,200000637,1688737554.7772698,1713.0,8304.0,1000.0,True,17862,29,5018,5043,5077,5084,5094,-91,-82.0,-81.0,-81.0,-80.0,2023-07-07,08:45:54.777
2.1,200000636,1688737554.864682,,,,False,541953,24,5043,5084,5094,,,-94,-87.0,-91.0,,,2023-07-07,08:45:54.864
2.1,200000641,1688737555.2371938,,,,False,472446,17,5077,5084,5094,,,-88,-94.0,-93.0,,,2023-07-07,08:45:55.237
2.1,200000638,1688737555.0626879,,,,False,9012,215,5077,5094,,,,-85,-98.0,,,,2023-07-07,08:45:55.062
2.1,200000664,1688737555.5720809,,,,False,2228,18,5018,5043,5077,5084,5094,-90,-87.0,-87.0,-84.0,-82.0,2023-07-07,08:45:55.572
2.1,200000637,1688737555.785338,1713.0,8304.0,1000.0,True,17863,20,5018,5043,5077,5084,5094,-91,-83.0,-81.0,-81.0,-80.0,2023-07-07,08:45:55.785
2.1,200000636,1688737555.8825378,,,,False,541954,39,5043,5077,5084,5094,,-98,-120.0,-95.0,-84.0,,2023-07-07,08:45:55.882
2.1,200000638,1688737556.0648658,,,,False,9013,31,5043,5077,5084,5094,,-120,-84.0,-102.0,-89.0,,2023-07-07,08:45:56.064
2.1,200000640,1688737556.336732,,,,False,34331,34,5043,5077,5084,5094,,-91,-81.0,-88.0,-82.0,,2023-07-07,08:45:56.336
2.1,200000637,1688737556.77645,1713.0,8304.0,1000.0,True,17864,27,5018,5043,5077,5084,5094,-89,-84.0,-81.0,-81.0,-81.0,2023-07-07,08:45:56.776
2.1,200000639,1688737556.903151,,,,False,51891,19,5018,5043,5077,5084,5094,-85,-86.0,-97.0,-91.0,-91.0,2023-07-07,08:45:56.903
2.1,200000636,1688737556.8520188,,,,False,541955,211,5084,5094,,,,-99,-92.0,,,,2023-07-07,08:45:56.852
2.1,200000640,1688737557.313606,,,,False,34332,25,5043,5077,5084,5094,,-92,-82.0,-88.0,-83.0,,2023-07-07,08:45:57.313
2.1,200000637,1688737557.765408,1986.0,8736.0,1000.0,True,17865,21,5018,5043,5077,5084,5094,-87,-85.0,-81.0,-81.0,-81.0,2023-07-07,08:45:57.765
2.1,200000636,1688737557.8211489,,,,False,541956,22,5043,5084,5094,,,-96,-98.0,-87.0,,,2023-07-07,08:45:57.821
2.1,200000638,1688737558.086565,,,,False,9015,9,5018,5043,5077,5084,5094,-120,-100.0,-83.0,-101.0,-88.0,2023-07-07,08:45:58.086
2.1,200000640,1688737558.320752,,,,False,34333,25,5018,5043,5077,5084,5094,-120,-94.0,-81.0,-89.0,-82.0,2023-07-07,08:45:58.320
2.1,200000637,1688737558.7396078,1986.0,8736.0,1000.0,True,17866,24,5018,5043,5077,5084,5094,-87,-83.0,-81.0,-81.0,-80.0,2023-07-07,08:45:58.739
2.1,200000636,1688737558.802587,,,,False,541957,22,5018,5043,5084,5094,,-100,-90.0,-89.0,-86.0,,2023-07-07,08:45:58.802
2.1,200000638,1688737559.100148,,,,False,9016,26,5018,5043,5077,5084,5094,-97,-95.0,-81.0,-88.0,-83.0,2023-07-07,08:45:59.100
2.1,200000640,1688737559.3648858,,,,False,34334,15,5018,5043,5077,5084,5094,-120,-91.0,-81.0,-89.0,-82.0,2023-07-07,08:45:59.364
2.1,200000637,1688737559.736414,1986.0,8736.0,1000.0,True,17867,28,5018,5043,5077,5084,5094,-91,-83.0,-82.0,-81.0,-80.0,2023-07-07,08:45:59.736
2.1,200000636,1688737559.803092,,,,False,541958,30,5043,5084,5094,,,-88,-89.0,-87.0,,,2023-07-07,08:45:59.803
2.1,200000638,1688737560.083806,,,,False,9017,32,5018,5043,5077,5084,5094,-90,-91.0,-82.0,-86.0,-83.0,2023-07-07,08:46:00.083
2.1,200000640,1688737560.367724,,,,False,34335,21,5018,5043,5077,5084,5094,-120,-93.0,-81.0,-90.0,-82.0,2023-07-07,08:46:00.367
2.1,200000637,1688737560.728993,1986.0,8736.0,1000.0,True,17868,33,5018,5043,5077,5084,5094,-89,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:00.728
2.1,200000636,1688737560.8046498,-1631.0,5937.0,1000.0,True,541959,22,5043,5084,5094,,,-92,-94.0,-88.0,,,2023-07-07,08:46:00.804
2.1,200000638,1688737561.087143,,,,False,9018,18,5018,5043,5077,5084,5094,-99,-92.0,-83.0,-91.0,-84.0,2023-07-07,08:46:01.087
2.1,200000640,1688737561.3514009,,,,False,34336,28,5043,5077,5084,5094,,-93,-81.0,-88.0,-82.0,,2023-07-07,08:46:01.351
2.1,200000636,1688737561.774653,-1631.0,5937.0,1000.0,True,541960,15,5043,5077,5084,5094,,-97,-98.0,-89.0,-92.0,,2023-07-07,08:46:01.774
2.1,200000638,1688737562.0916169,,,,False,9019,23,5018,5043,5077,5084,5094,-93,-87.0,-81.0,-86.0,-81.0,2023-07-07,08:46:02.091
2.1,200000640,1688737562.358204,,,,False,34337,27,5018,5043,5077,5084,5094,-101,-90.0,-82.0,-88.0,-83.0,2023-07-07,08:46:02.358
2.1,200000636,1688737562.738962,-1943.0,6507.0,1000.0,True,541961,22,5043,5084,5094,,,-97,-94.0,-95.0,,,2023-07-07,08:46:02.738
2.1,200000638,1688737563.0548089,6986.0,7025.0,1000.0,True,9020,16,5043,5077,5084,5094,,-92,-80.0,-88.0,-81.0,,2023-07-07,08:46:03.054
2.1,200000640,1688737563.382948,,,,False,34338,16,5018,5043,5077,5084,5094,-99,-92.0,-81.0,-86.0,-81.0,2023-07-07,08:46:03.382
2.1,200000641,1688737563.212667,,,,False,472454,30,5018,5043,5077,5084,5094,-105,-89.0,-84.0,-85.0,-85.0,2023-07-07,08:46:03.212
2.1,200000637,1688737563.685436,1685.0,8254.0,1000.0,True,17871,20,5018,5043,5077,5084,5094,-89,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:03.685
2.1,200000636,1688737563.711875,,,,False,541962,206,5084,5094,,,,-96,-120.0,,,,2023-07-07,08:46:03.711
2.1,200000641,1688737564.2287948,,,,False,472455,26,5018,5043,5077,5084,5094,-120,-88.0,-83.0,-85.0,-84.0,2023-07-07,08:46:04.228
2.1,200000640,1688737564.4016929,,,,False,34339,26,5018,5043,5077,5084,5094,-105,-93.0,-80.0,-87.0,-82.0,2023-07-07,08:46:04.401
2.1,200000636,1688737564.6939619,-1487.0,7171.0,1000.0,True,541963,20,5043,5084,5094,,,-102,-94.0,-93.0,,,2023-07-07,08:46:04.693
2.1,200000638,1688737565.042752,7456.0,7377.0,1000.0,True,9022,33,5018,5043,5077,5084,5094,-100,-94.0,-82.0,-86.0,-82.0,2023-07-07,08:46:05.042
2.1,200000640,1688737565.3915908,,,,False,34340,20,5018,5043,5077,5084,5094,-120,-92.0,-80.0,-87.0,-83.0,2023-07-07,08:46:05.391
2.1,200000636,1688737565.6870449,-992.0,7679.0,1000.0,True,541964,23,5043,5084,5094,,,-95,-91.0,-93.0,,,2023-07-07,08:46:05.687
2.1,200000638,1688737566.043241,,,,False,9023,23,5018,5043,5077,5084,5094,-105,-98.0,-83.0,-91.0,-84.0,2023-07-07,08:46:06.043
2.1,200000641,1688737566.224782,,,,False,472457,18,5018,5043,5077,5084,5094,-120,-88.0,-83.0,-84.0,-85.0,2023-07-07,08:46:06.224
2.1,200000640,1688737566.3955739,,,,False,34341,23,5018,5043,5077,5084,5094,-120,-90.0,-81.0,-86.0,-82.0,2023-07-07,08:46:06.395
2.1,200000636,1688737566.6721919,,,,False,541965,34,5043,5084,5094,,,-102,-93.0,-86.0,,,2023-07-07,08:46:06.672
2.1,200000637,1688737566.6967878,1685.0,8254.0,1000.0,True,17874,37,5018,5043,5077,5084,5094,-88,-83.0,-81.0,-82.0,-80.0,2023-07-07,08:46:06.696
2.1,200000638,1688737567.058323,,,,False,9024,24,5043,5077,5084,5094,,-105,-83.0,-94.0,-85.0,,2023-07-07,08:46:07.058
2.1,200000640,1688737567.412732,,,,False,34342,20,5043,5077,5084,5094,,-97,-81.0,-90.0,-82.0,,2023-07-07,08:46:07.412
2.1,200000636,1688737567.6785269,,,,False,541966,33,5043,5077,5084,5094,,-99,-120.0,-92.0,-90.0,,2023-07-07,08:46:07.678
2.1,200000638,1688737568.0473988,,,,False,9025,26,5018,5043,5077,5084,5094,-102,-95.0,-82.0,-89.0,-84.0,2023-07-07,08:46:08.047
2.1,200000640,1688737568.434804,,,,False,34343,30,5018,5043,5077,5084,5094,-102,-98.0,-81.0,-87.0,-82.0,2023-07-07,08:46:08.434
2.1,200000636,1688737568.7052178,2539.0,14109.0,1000.0,True,541967,19,5043,5077,5084,5094,,-105,-96.0,-88.0,-87.0,,2023-07-07,08:46:08.705
2.1,200000638,1688737569.045208,,,,False,9026,21,5018,5043,5077,5084,5094,-101,-86.0,-81.0,-86.0,-81.0,2023-07-07,08:46:09.045
2.1,200000640,1688737569.47492,,,,False,34344,25,5018,5043,5077,5084,5094,-100,-92.0,-81.0,-87.0,-82.0,2023-07-07,08:46:09.474
2.1,200000636,1688737569.724968,2160.0,13781.0,1000.0,True,541968,23,5043,5077,5084,5094,,-93,-95.0,-85.0,-82.0,,2023-07-07,08:46:09.724
2.1,200000638,1688737570.079959,,,,False,9027,10,5018,5043,5077,5084,5094,-105,-92.0,-81.0,-89.0,-83.0,2023-07-07,08:46:10.079
2.1,200000654,1688737570.2700698,-8829.0,13158.0,1000.0,True,27492,24,5018,5043,5077,5084,5094,-81,-82.0,-90.0,-82.0,-86.0,2023-07-07,08:46:10.270
2.1,200000640,1688737570.491776,,,,False,34345,18,5018,5043,5077,5084,5094,-94,-92.0,-81.0,-86.0,-82.0,2023-07-07,08:46:10.491
2.1,200000664,1688737570.697484,,,,False,2243,16,5018,5043,5077,5084,5094,-86,-84.0,-95.0,-83.0,-85.0,2023-07-07,08:46:10.697
2.1,200000636,1688737570.7262259,,,,False,541969,22,5043,5084,5094,,,-96,-90.0,-95.0,,,2023-07-07,08:46:10.726
2.1,200000638,1688737571.083799,,,,False,9028,25,5018,5043,5077,5084,5094,-102,-93.0,-82.0,-86.0,-83.0,2023-07-07,08:46:11.083
2.1,200000641,1688737571.1361969,,,,False,472462,21,5043,5077,5084,5094,,-91,-87.0,-89.0,-84.0,,2023-07-07,08:46:11.136
2.1,200000636,1688737571.701701,,,,False,541970,22,5043,5084,5094,,,-93,-87.0,-94.0,,,2023-07-07,08:46:11.701
2.1,200000640,1688737572.465301,,,,False,34347,19,5018,5043,5077,5084,5094,-92,-90.0,-81.0,-87.0,-81.0,2023-07-07,08:46:12.465
2.1,200000636,1688737572.669776,,,,False,541971,21,5018,5043,5084,5094,,-120,-90.0,-89.0,-98.0,,2023-07-07,08:46:12.669
2.1,200000638,1688737573.143837,,,,False,9030,26,5018,5043,5077,5084,5094,-99,-90.0,-82.0,-91.0,-85.0,2023-07-07,08:46:13.143
2.1,200000640,1688737573.4573019,,,,False,34348,22,5018,5043,5077,5084,5094,-91,-91.0,-81.0,-86.0,-81.0,2023-07-07,08:46:13.457
2.1,200000636,1688737573.6708698,,,,False,541972,24,5043,5077,5084,5094,,-92,-94.0,-86.0,-86.0,,2023-07-07,08:46:13.670
2.1,200000639,1688737573.9453719,,,,False,51908,25,5018,5043,5077,5084,5094,-84,-83.0,-86.0,-90.0,-85.0,2023-07-07,08:46:13.945
2.1,200000638,1688737574.163153,,,,False,9031,27,5077,5084,5094,,,-82,-93.0,-87.0,,,2023-07-07,08:46:14.163
2.1,200000640,1688737574.463806,,,,False,34349,29,5018,5043,5077,5084,5094,-94,-86.0,-80.0,-83.0,-82.0,2023-07-07,08:46:14.463
2.1,200000636,1688737574.66991,,,,False,541973,24,5018,5043,5077,5084,5094,-95,-92.0,-105.0,-93.0,-92.0,2023-07-07,08:46:14.669
2.1,200000637,1688737574.8100488,1862.0,8530.0,1000.0,True,17882,21,5018,5043,5077,5084,5094,-87,-84.0,-81.0,-81.0,-81.0,2023-07-07,08:46:14.810
2.1,200000639,1688737574.95605,,,,False,51909,22,5018,5043,5077,5084,5094,-83,-82.0,-85.0,-87.0,-86.0,2023-07-07,08:46:14.956
2.1,200000638,1688737575.141274,,,,False,9032,214,5077,5094,,,,-88,-91.0,,,,2023-07-07,08:46:15.141
2.1,200000636,1688737575.6526308,,,,False,541974,18,5018,5043,5084,,,-100,-88.0,-89.0,,,2023-07-07,08:46:15.652
2.1,200000637,1688737575.7829258,1862.0,8530.0,1000.0,True,17883,29,5018,5043,5077,5084,5094,-88,-84.0,-81.0,-81.0,-81.0,2023-07-07,08:46:15.782
2.1,200000641,1688737576.140354,,,,False,472467,23,5018,5043,5084,5094,,-87,-82.0,-83.0,-81.0,,2023-07-07,08:46:16.140
2.1,200000638,1688737576.105645,,,,False,9033,222,5094,,,,,-94,,,,,2023-07-07,08:46:16.105
2.1,200000636,1688737576.634043,,,,False,541975,17,5018,5043,5084,,,-98,-101.0,-98.0,,,2023-07-07,08:46:16.634
2.1,200000639,1688737576.9393668,,,,False,51911,15,5018,5043,5077,5084,5094,-83,-82.0,-84.0,-86.0,-88.0,2023-07-07,08:46:16.939
2.1,200000638,1688737577.0851429,,,,False,9034,15,5018,5043,5077,5084,5094,-98,-90.0,-92.0,-86.0,-81.0,2023-07-07,08:46:17.085
2.1,200000640,1688737577.381543,,,,False,34352,12,5018,5043,5077,5084,5094,-97,-93.0,-81.0,-85.0,-81.0,2023-07-07,08:46:17.381
2.1,200000636,1688737577.596278,,,,False,541976,21,5043,5084,5094,,,-90,-90.0,-120.0,,,2023-07-07,08:46:17.596
2.1,200000637,1688737577.826099,1665.0,8176.0,1000.0,True,17885,24,5018,5043,5077,5084,5094,-89,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:17.826
2.1,200000638,1688737578.083531,,,,False,9035,19,5043,5077,5084,5094,,-95,-82.0,-90.0,-85.0,,2023-07-07,08:46:18.083
2.1,200000640,1688737578.382398,,,,False,34353,23,5018,5043,5077,5084,5094,-120,-90.0,-81.0,-87.0,-82.0,2023-07-07,08:46:18.382
2.1,200000662,1688737578.7605898,-8276.0,9313.0,1000.0,True,26988,20,5018,5043,5077,5084,5094,-82,-81.0,-92.0,-85.0,-89.0,2023-07-07,08:46:18.760
2.1,200000636,1688737578.576002,,,,False,541977,228,5084,,,,,-90,,,,,2023-07-07,08:46:18.576
2.1,200000638,1688737579.0973358,,,,False,9036,22,5043,5077,5084,5094,,-120,-85.0,-91.0,-82.0,,2023-07-07,08:46:19.097
2.1,200000640,1688737579.412293,,,,False,34354,13,5018,5043,5077,5084,5094,-94,-91.0,-80.0,-86.0,-81.0,2023-07-07,08:46:19.412
2.1,200000636,1688737579.547447,,,,False,541978,220,5084,,,,,-102,,,,,2023-07-07,08:46:19.547
2.1,200000638,1688737580.107534,,,,False,9037,28,5043,5077,5084,5094,,-92,-86.0,-86.0,-86.0,,2023-07-07,08:46:20.107
2.1,200000654,1688737580.249682,-8942.0,13691.0,1000.0,True,27502,16,5018,5043,5077,5084,5094,-82,-81.0,-89.0,-83.0,-88.0,2023-07-07,08:46:20.249
2.1,200000640,1688737580.456655,,,,False,34355,12,5018,5043,5077,5084,5094,-94,-91.0,-81.0,-89.0,-82.0,2023-07-07,08:46:20.456
2.1,200000662,1688737580.703903,-8820.0,9023.0,1000.0,True,26990,24,5018,5043,5077,5084,5094,-83,-82.0,-88.0,-86.0,-88.0,2023-07-07,08:46:20.703
2.1,200000637,1688737580.835836,1834.0,8468.0,1000.0,True,17888,30,5018,5043,5077,5084,5094,-89,-84.0,-81.0,-81.0,-81.0,2023-07-07,08:46:20.835
2.1,200000638,1688737581.100092,,,,False,9038,27,5018,5043,5077,5084,5094,-120,-94.0,-88.0,-82.0,-83.0,2023-07-07,08:46:21.100
2.1,200000654,1688737581.254603,-9067.0,13107.0,1000.0,True,27503,22,5018,5043,5077,5084,5094,-82,-81.0,-90.0,-83.0,-87.0,2023-07-07,08:46:21.254
2.1,200000637,1688737581.8477728,1834.0,8468.0,1000.0,True,17889,20,5018,5043,5077,5084,5094,-90,-83.0,-81.0,-81.0,-80.0,2023-07-07,08:46:21.847
2.1,200000638,1688737582.115723,216.0,14041.0,1000.0,True,9039,27,5018,5043,5077,5084,5094,-96,-85.0,-93.0,-81.0,-85.0,2023-07-07,08:46:22.115
2.1,200000640,1688737582.422493,,,,False,34357,24,5043,5077,5084,5094,,-95,-81.0,-87.0,-82.0,,2023-07-07,08:46:22.422
2.1,200000636,1688737582.533511,,,,False,541981,208,5043,,,,,-84,,,,,2023-07-07,08:46:22.533
2.1,200000638,1688737583.133049,-659.0,15310.0,1000.0,True,9040,20,5018,5043,5077,5084,5094,-94,-83.0,-88.0,-82.0,-84.0,2023-07-07,08:46:23.133
2.1,200000640,1688737583.402186,,,,False,34358,14,5018,5043,5077,5084,5094,-100,-94.0,-80.0,-88.0,-82.0,2023-07-07,08:46:23.402
2.1,200000636,1688737583.569355,,,,False,541982,214,5018,5043,,,,-95,-88.0,,,,2023-07-07,08:46:23.569
2.1,200000638,1688737584.161146,-1549.0,15520.0,1000.0,True,9041,19,5018,5043,5077,5084,5094,-88,-81.0,-89.0,-81.0,-83.0,2023-07-07,08:46:24.161
2.1,200000640,1688737584.3949149,,,,False,34359,21,5018,5043,5077,5084,5094,-120,-91.0,-81.0,-87.0,-83.0,2023-07-07,08:46:24.394
2.1,200000636,1688737584.612915,,,,False,541983,20,5018,5043,5084,,,-99,-100.0,-120.0,,,2023-07-07,08:46:24.612
2.1,200000637,1688737584.894228,1647.0,8226.0,1000.0,True,17892,23,5018,5043,5077,5084,5094,-88,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:24.894
2.1,200000638,1688737585.1926608,-2450.0,16009.0,1000.0,True,9042,17,5018,5043,5077,5084,5094,-91,-82.0,-105.0,-83.0,-91.0,2023-07-07,08:46:25.192
2.1,200000640,1688737585.406349,,,,False,34360,16,5018,5043,5077,5084,5094,-97,-90.0,-81.0,-87.0,-82.0,2023-07-07,08:46:25.406
2.1,200000662,1688737585.744732,-8237.0,9606.0,1000.0,True,26995,19,5018,5043,5077,5084,5094,-83,-81.0,-95.0,-85.0,-88.0,2023-07-07,08:46:25.744
2.1,200000636,1688737585.6548789,,,,False,541984,221,5018,5043,,,,-92,-92.0,,,,2023-07-07,08:46:25.654
2.1,200000639,1688737586.020176,,,,False,51920,25,5018,5043,5077,5084,5094,-84,-86.0,-85.0,-87.0,-87.0,2023-07-07,08:46:26.020
2.1,200000638,1688737586.2051039,,,,False,9043,33,5018,5043,5084,,,-96,-86.0,-98.0,,,2023-07-07,08:46:26.205
2.1,200000636,1688737586.6608288,-8761.0,10780.0,1000.0,True,541985,17,5018,5043,5084,,,-89,-85.0,-97.0,,,2023-07-07,08:46:26.660
2.1,200000664,1688737586.901593,-8051.0,14282.0,1000.0,True,2259,13,5018,5043,5077,5084,5094,-84,-82.0,-93.0,-89.0,-98.0,2023-07-07,08:46:26.901
2.1,200000637,1688737586.954247,1844.0,8485.0,1000.0,True,17894,18,5018,5043,5077,5084,5094,-90,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:26.954
2.1,200000640,1688737587.389211,,,,False,34362,29,5018,5043,5077,5084,5094,-100,-91.0,-81.0,-89.0,-84.0,2023-07-07,08:46:27.389
2.1,200000636,1688737587.633312,-7552.0,10824.0,1000.0,True,541986,20,5018,5043,5094,,,-92,-84.0,-104.0,,,2023-07-07,08:46:27.633
2.1,200000637,1688737587.9623568,1844.0,8485.0,1000.0,True,17895,30,5018,5043,5077,5084,5094,-90,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:27.962
2.1,200000638,1688737588.260818,,,,False,9045,25,5018,5043,5084,,,-93,-84.0,-102.0,,,2023-07-07,08:46:28.260
2.1,200000636,1688737588.64375,,,,False,541987,27,5018,5043,5084,,,-98,-81.0,-120.0,,,2023-07-07,08:46:28.643
2.1,200000637,1688737588.9736109,1844.0,8485.0,1000.0,True,17896,28,5018,5043,5077,5084,5094,-90,-83.0,-81.0,-81.0,-81.0,2023-07-07,08:46:28.973
2.1,200000654,1688737589.2557268,-9416.0,12220.0,1000.0,True,27511,22,5018,5043,5077,5084,5094,-82,-81.0,-89.0,-83.0,-87.0,2023-07-07,08:46:29.255
2.1,200000638,1688737589.2861738,,,,False,9046,210,5018,5043,,,,-94,-89.0,,,,2023-07-07,08:46:29.286
2.1,200000636,1688737589.662226,-7415.0,10781.0,1000.0,True,541988,16,5018,5043,5084,5094,,-88,-81.0,-92.0,-97.0,,2023-07-07,08:46:29.662
2.1,200000637,1688737589.9969718,1844.0,8485.0,1000.0,True,17897,18,5018,5043,5077,5084,5094,-91,-84.0,-81.0,-81.0,-81.0,2023-07-07,08:46:29.996
2.1,200000638,1688737590.307035,-7087.0,13054.0,1000.0,True,9047,24,5018,5043,5084,,,-100,-85.0,-99.0,,,2023-07-07,08:46:30.307
2.1,200000640,1688737590.448685,,,,False,34365,34,5018,5043,5077,5084,5094,-120,-94.0,-81.0,-88.0,-83.0,2023-07-07,08:46:30.448
2.1,200000636,1688737590.679517,-6882.0,11200.0,1000.0,True,541989,21,5018,5043,5084,5094,,-93,-81.0,-85.0,-120.0,,2023-07-07,08:46:30.679
2.1,200000662,1688737590.7311769,-8664.0,9753.0,1000.0,True,27000,24,5018,5043,5077,5084,5094,-83,-81.0,-94.0,-86.0,-89.0,2023-07-07,08:46:30.731
2.1,200000664,1688737590.956593,,,,False,2263,24,5018,5043,5077,5084,5094,-84,-81.0,-95.0,-84.0,-86.0,2023-07-07,08:46:30.956
2.1,200000637,1688737590.992769,1844.0,8485.0,1000.0,True,17898,25,5018,5043,5077,5084,5094,-91,-84.0,-80.0,-81.0,-80.0,2023-07-07,08:46:30.992
2.1,200000638,1688737591.295383,-7087.0,13054.0,1000.0,True,9048,26,5018,5043,5084,5094,,-92,-84.0,-87.0,-120.0,,2023-07-07,08:46:31.295
2.1,200000636,1688737591.699198,-6730.0,11600.0,1000.0,True,541990,31,5018,5043,5077,5084,5094,-88,-81.0,-97.0,-81.0,-89.0,2023-07-07,08:46:31.699
2.1,200000639,1688737592.08145,,,,False,51926,24,5018,5043,5077,5084,5094,-85,-82.0,-86.0,-90.0,-92.0,2023-07-07,08:46:32.081
2.1,200000638,1688737592.282898,-7087.0,13054.0,1000.0,True,9049,31,5018,5043,5084,,,-86,-83.0,-92.0,,,2023-07-07,08:46:32.282
2.1,200000636,1688737592.715471,-6806.0,12554.0,1000.0,True,541991,26,5018,5043,5077,5084,5094,-87,-81.0,-120.0,-84.0,-92.0,2023-07-07,08:46:32.715
2.1,200000637,1688737592.97331,1844.0,8485.0,1000.0,True,17900,26,5018,5043,5077,5084,5094,-90,-84.0,-80.0,-81.0,-81.0,2023-07-07,08:46:32.973
2.1,200000638,1688737593.261168,-6855.0,13285.0,1000.0,True,9050,14,5018,5043,5084,5094,,-83,-86.0,-89.0,-99.0,,2023-07-07,08:46:33.261
2.1,200000640,1688737593.4453828,,,,False,34368,21,5018,5043,5077,5084,5094,-98,-95.0,-81.0,-89.0,-82.0,2023-07-07,08:46:33.445
2.1,200000636,1688737593.729007,-6573.0,13012.0,1000.0,True,541992,18,5018,5043,5077,5084,5094,-92,-81.0,-105.0,-84.0,-89.0,2023-07-07,08:46:33.729
2.1,200000664,1688737593.935072,,,,False,2266,17,5018,5043,5077,5084,5094,-88,-81.0,-105.0,-83.0,-91.0,2023-07-07,08:46:33.935
2.1,200000637,1688737594.003213,1844.0,8485.0,1000.0,True,17901,19,5018,5043,5077,5084,5094,-91,-85.0,-81.0,-81.0,-81.0,2023-07-07,08:46:34.003
2.1,200000638,1688737594.250347,-6473.0,13633.0,1000.0,True,9051,24,5018,5043,5077,5084,5094,-84,-82.0,-97.0,-86.0,-93.0,2023-07-07,08:46:34.250
2.1,200000640,1688737594.455626,,,,False,34369,24,5018,5043,5077,5084,5094,-105,-94.0,-82.0,-92.0,-84.0,2023-07-07,08:46:34.455
2.1,200000636,1688737594.739487,-6319.0,12459.0,1000.0,True,541993,24,5018,5043,5084,5094,,-91,-81.0,-88.0,-99.0,,2023-07-07,08:46:34.739
2.1,200000637,1688737595.009131,1844.0,8485.0,1000.0,True,17902,24,5018,5043,5077,5084,5094,-89,-85.0,-81.0,-81.0,-80.0,2023-07-07,08:46:35.009
2.1,200000638,1688737595.281597,-6799.0,13464.0,1000.0,True,9052,21,5018,5043,5077,5084,5094,-85,-81.0,-102.0,-87.0,-92.0,2023-07-07,08:46:35.281
2.1,200000636,1688737595.740898,,,,False,541994,17,5018,5043,5084,,,-96,-81.0,-88.0,,,2023-07-07,08:46:35.740
2.1,200000637,1688737596.012352,1682.0,7886.0,1000.0,True,17903,25,5018,5043,5077,5084,5094,-91,-83.0,-81.0,-82.0,-81.0,2023-07-07,08:46:36.012
2.1,200000638,1688737596.2824068,-7818.0,12468.0,1000.0,True,9053,29,5018,5043,5084,,,-99,-86.0,-101.0,,,2023-07-07,08:46:36.282
2.1,200000640,1688737596.51347,,,,False,34371,16,5018,5043,5077,5084,5094,-120,-94.0,-82.0,-89.0,-84.0,2023-07-07,08:46:36.513
2.1,200000636,1688737596.730257,,,,False,541995,15,5018,5043,5077,5084,5094,-89,-82.0,-120.0,-85.0,-105.0,2023-07-07,08:46:36.730
2.1,200000637,1688737597.0047688,1682.0,7886.0,1000.0,True,17904,26,5018,5043,5077,5084,5094,-88,-82.0,-81.0,-81.0,-81.0,2023-07-07,08:46:37.004
2.1,200000638,1688737597.269104,,,,False,9054,17,5018,5043,5084,,,-120,-87.0,-95.0,,,2023-07-07,08:46:37.269
2.1,200000636,1688737597.7310948,,,,False,541996,21,5018,5043,5084,,,-86,-81.0,-84.0,,,2023-07-07,08:46:37.731
2.1,200000637,1688737597.985055,1682.0,7886.0,1000.0,True,17905,8,5018,5043,5077,5084,5094,-88,-82.0,-81.0,-82.0,-80.0,2023-07-07,08:46:37.985
2.1,200000638,1688737598.2846398,,,,False,9055,28,5018,5043,5084,5094,,-88,-82.0,-89.0,-89.0,,2023-07-07,08:46:38.284
2.1,200000640,1688737598.546172,7352.0,7158.0,1000.0,True,34373,20,5018,5043,5077,5084,5094,-104,-88.0,-82.0,-86.0,-82.0,2023-07-07,08:46:38.546
2.1,200000636,1688737598.748589,-5764.0,12229.0,1000.0,True,541997,17,5018,5043,5077,5084,5094,-82,-81.0,-120.0,-86.0,-96.0,2023-07-07,08:46:38.748
2.1,200000637,1688737598.9662988,1682.0,7886.0,1000.0,True,17906,18,5018,5043,5077,5084,5094,-90,-82.0,-81.0,-81.0,-81.0,2023-07-07,08:46:38.966
2.1,200000638,1688737599.310484,,,,False,9056,27,5018,5043,5084,,,-100,-86.0,-99.0,,,2023-07-07,08:46:39.310
