tagId,time,x,y,z
200000641,08:41:24,,,
200000636,08:41:24,,,1000
200000661,08:41:24,,,1000
200000637,08:41:24,,,1000
200000641,08:41:25,,,1000
200000662,08:41:25,,,1000
200000636,08:41:25,,,1000
200000640,08:41:25,,,1000
200000637,08:41:25,,,1000
200000641,08:41:26,,,1000
200000662,08:41:26,-8341,10172,1000
200000636,08:41:26,-8369.6,10092.8,1000
200000640,08:41:26,-8398.2,10013.6,1000
200000637,08:41:26,-8426.8,9934.4,1000
200000641,08:41:27,-8455.4,9855.2,1000
200000662,08:41:27,-8484,9776,1000
200000636,08:41:27,-9483,10767,1000
200000640,08:41:27,-10482,11758,1000
200000637,08:41:27,-11481,12749,1000
200000641,08:41:28,-12480,13740,1000
200000662,08:41:28,-8484,9776,1000
200000636,08:41:28,-9908.333333,11188.66667,1000
200000637,08:41:28,-11332.66667,12601.33333,1000
200000641,08:41:29,-12757,14014,1000
200000636,08:41:29,-12849,14087.66667,1000
200000637,08:41:29,-12941,14161.33333,1000
200000641,08:41:30,-13033,14235,1000
200000636,08:41:30,-13259,14153,1000
200000637,08:41:30,,,
200000641,08:41:31,,,
200000636,08:41:31,,,
200000637,08:41:31,,,
200000636,08:41:32,-13539,14295,1000
200000637,08:41:32,-13503,13870,1000
200000641,08:41:33,-13467,13445,1000
200000636,08:41:33,,,
200000641,08:41:34,,,
200000636,08:41:34,,,
200000641,08:41:35,,,
200000636,08:41:35,,,
200000637,08:41:35,,,
200000641,08:41:36,,,
200000662,08:41:36,-8645,10114,1000
200000638,08:41:36,-8480.2,9998,1000
200000636,08:41:36,-8315.4,9882,1000
200000637,08:41:36,-8150.6,9766,1000
200000641,08:41:37,-7985.8,9650,1000
200000662,08:41:37,-7821,9534,1000
200000636,08:41:37,-7855.666667,9526.666667,1000
200000637,08:41:37,-7890.333333,9519.333333,1000
200000641,08:41:38,-7925,9512,1000
200000636,08:41:38,-7959.666667,9504.666667,1000
200000637,08:41:38,-7994.333333,9497.333333,1000
200000662,08:41:39,-8029,9490,1000
200000641,08:41:39,-9086.5,10629,1000
200000636,08:41:39,-10144,11768,1000
200000637,08:41:39,-11201.5,12907,1000
200000664,08:41:40,-12259,14046,1000
200000641,08:41:40,-12652,14701,1000
200000636,08:41:40,,,
200000637,08:41:40,,,
200000664,08:41:41,,,
200000641,08:41:41,,,
200000636,08:41:41,,,
200000637,08:41:41,,,
200000636,08:41:42,,,
200000637,08:41:42,,,
200000662,08:41:43,-7168,10429,1000
200000641,08:41:43,-7203.8,10407.2,1000
200000636,08:41:43,-7239.6,10385.4,1000
200000638,08:41:43,-7275.4,10363.6,1000
200000639,08:41:43,-7311.2,10341.8,1000
200000637,08:41:44,-7347,10320,1000
200000641,08:41:44,-7382.8,10298.2,1000
200000636,08:41:44,-7418.6,10276.4,1000
200000640,08:41:44,-7454.4,10254.6,1000
200000637,08:41:44,-7490.2,10232.8,1000
200000662,08:41:45,-7526,10211,1000
200000636,08:41:45,-7766.8,10673,1000
200000638,08:41:45,-8007.6,11135,1000
200000637,08:41:45,-8248.4,11597,1000
200000641,08:41:46,-8489.2,12059,1000
200000654,08:41:46,-8730,12521,1000
200000636,08:41:46,,,
200000637,08:41:46,,,
200000636,08:41:47,,,
200000638,08:41:47,,,
200000637,08:41:47,,,
200000641,08:41:48,,,
200000636,08:41:48,,,
200000654,08:41:48,-8701,13279,1000
200000638,08:41:48,-13194,13884,1000
200000637,08:41:48,-13194,13884,1000
200000664,08:41:49,-13194,13884,1000
200000641,08:41:49,-13194,13884,1000
200000636,08:41:49,-13194,13884,1000
200000654,08:41:49,-13194,13884,1000
200000638,08:41:49,-13194,13884,1000
200000637,08:41:50,-13351,13914,1000
200000636,08:41:50,-13272.5,13899,1000
200000638,08:41:50,-13194,13884,1000
200000637,08:41:51,-13351,13914,1000
200000636,08:41:51,-13476.5,13927,1000
200000638,08:41:51,-13602,13940,1000
200000637,08:41:52,-13723,13918,1000
200000636,08:41:52,-13662.5,13929,1000
200000638,08:41:52,-13602,13940,1000
200000637,08:41:53,-13725,14276,1000
200000636,08:41:53,-13725,14276,1000
200000637,08:41:54,-13725,14276,1000
200000661,08:41:53,-13797,14321.75,1000
200000636,08:41:54,-13869,14367.5,1000
200000638,08:41:55,-13941,14413.25,1000
200000637,08:41:55,-14013,14459,1000
200000636,08:41:55,-14013,14459,1000
200000638,08:41:56,-14013,14459,1000
200000637,08:41:56,-14013,14459,1000
200000639,08:41:56,,,
200000636,08:41:56,,,
200000662,08:41:57,,,
200000636,08:41:57,,,
200000637,08:41:58,,,
200000662,08:41:58,,,
200000641,08:41:58,,,
200000636,08:41:58,,,
200000637,08:41:59,,,
200000636,08:41:59,,,
200000637,08:42:00,,,
200000639,08:42:00,,,
200000636,08:42:00,,,
200000638,08:42:01,,,
200000636,08:42:01,,,
200000637,08:42:02,,,
200000636,08:42:02,,,
200000637,08:42:03,,,
200000638,08:42:03,,,
200000639,08:42:03,,,
200000636,08:42:03,,,
200000637,08:42:04,,,
200000636,08:42:04,,,
200000637,08:42:05,,,
200000636,08:42:05,,,
200000637,08:42:06,-13965,14130,1000
