time,62039-62043,62021-62027,62021-62028,62021-62035,62021-62039,62021-62043,62027-62028,62027-62035,62027-62039,62027-62043,62028-62035,62028-62039,62028-62043,62035-62039,62035-62043,62018-62020,62018-62021,62018-62023,62018-62027,62018-62028,62018-62035,62018-62037,62018-62039,62018-62043,62020-62021,62020-62023,62020-62027,62020-62028,62020-62035,62020-62037,62020-62039,62020-62043,62021-62023,62021-62037,62023-62027,62023-62028,62023-62035,62023-62037,62023-62039,62023-62043,62027-62037,62028-62037,62035-62037,62037-62039,62037-62043,62018-62025,62020-62025,62021-62025,62023-62025,62025-62027,62025-62028,62025-62035,62025-62037,62025-62039,62025-62043,62018-62022,62020-62022,62021-62022,62022-62023,62022-62025,62022-62027,62022-62028,62022-62035,62022-62037,62022-62039,62022-62043
14:39:15,109.32244534257768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:16,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:17,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:18,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:19,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:39:20,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,157.83743576027138,103.21197896483851,58.62161488154744,71.64750839449535,70.37526487796566,24.42559326189934,70.46930240832044,20.171413270106726,100.76135436147608,188.61397401435124,100.00141266196991,90.96315694370529,88.64642186088092,169.70023772404033,103.81311902898706,155.5673252576786,86.93010168567433,125.15308258141464,151.91438051340438,29.110552084287004,20.763329649035104,74.70233149679477,28.609304121969657,61.103893742967216,51.85720675028328,56.166267644238914,46.65521810659772,91.75633832172753,79.86558441950118,30.309389172951306,,,,,,,,,,,,,,,,,,,,,
14:39:21,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,157.83743576027138,103.21197896483851,58.62161488154744,71.64750839449535,70.37526487796566,24.42559326189934,70.46930240832044,20.171413270106726,100.76135436147608,188.61397401435124,100.00141266196991,90.96315694370529,88.64642186088092,169.70023772404033,103.81311902898706,155.5673252576786,86.93010168567433,125.15308258141464,151.91438051340438,29.110552084287004,20.763329649035104,74.70233149679477,28.609304121969657,61.103893742967216,51.85720675028328,56.166267644238914,46.65521810659772,91.75633832172753,79.86558441950118,30.309389172951306,,,,,,,,,,,,,,,,,,,,,
14:39:22,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,157.83743576027138,103.21197896483851,58.62161488154744,71.64750839449535,70.37526487796566,24.42559326189934,70.46930240832044,20.171413270106726,100.76135436147608,188.61397401435124,100.00141266196991,90.96315694370529,88.64642186088092,169.70023772404033,103.81311902898706,155.5673252576786,86.93010168567433,125.15308258141464,151.91438051340438,29.110552084287004,20.763329649035104,74.70233149679477,28.609304121969657,61.103893742967216,51.85720675028328,56.166267644238914,46.65521810659772,91.75633832172753,79.86558441950118,30.309389172951306,184.13931007287252,55.430776294254876,183.85870371141974,132.69394918344491,112.50153908775025,115.0370685503599,189.41771824321597,145.83979514650989,176.04356910080645,136.23180517051154,,,,,,,,,,,
14:39:23,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,157.83743576027138,103.21197896483851,58.62161488154744,71.64750839449535,70.37526487796566,24.42559326189934,70.46930240832044,20.171413270106726,100.76135436147608,188.61397401435124,100.00141266196991,90.96315694370529,88.64642186088092,169.70023772404033,103.81311902898706,155.5673252576786,86.93010168567433,125.15308258141464,151.91438051340438,29.110552084287004,20.763329649035104,74.70233149679477,28.609304121969657,61.103893742967216,51.85720675028328,56.166267644238914,46.65521810659772,91.75633832172753,79.86558441950118,30.309389172951306,184.13931007287252,55.430776294254876,183.85870371141974,132.69394918344491,112.50153908775025,115.0370685503599,189.41771824321597,145.83979514650989,176.04356910080645,136.23180517051154,49.42198534272532,114.02434683675897,95.39648211533401,29.795437450206936,135.16624643563114,23.499179235650193,26.130261136090873,55.95478149834468,57.486025244015494,41.92984568560644,81.42507992463133
14:39:24,109.32244534257768,108.55474907821157,116.7212699338558,81.7822122059981,83.43068918162643,176.7862977660326,9.815812529748552,79.43283978226502,65.42764927216125,72.315809208317,81.09795783830523,66.95910026930493,62.67915386233851,14.139014923012,121.6569894123145,157.83743576027138,103.21197896483851,58.62161488154744,71.64750839449535,70.37526487796566,24.42559326189934,70.46930240832044,20.171413270106726,100.76135436147608,188.61397401435124,100.00141266196991,90.96315694370529,88.64642186088092,169.70023772404033,103.81311902898706,155.5673252576786,86.93010168567433,125.15308258141464,151.91438051340438,29.110552084287004,20.763329649035104,74.70233149679477,28.609304121969657,61.103893742967216,51.85720675028328,56.166267644238914,46.65521810659772,91.75633832172753,79.86558441950118,30.309389172951306,184.13931007287252,55.430776294254876,183.85870371141974,132.69394918344491,112.50153908775025,115.0370685503599,189.41771824321597,145.83979514650989,176.04356910080645,136.23180517051154,46.80404386412856,140.03752862620937,67.21516695580215,59.004983716968546,153.3180870790405,49.84121445459472,55.29636170363327,38.72297203806291,84.84080719467023,28.76165917403694,110.85108101099613
